from,to,timestamp,type,user_id
S2_1,S2,2024-05-24 05:33:25.006,Res,5
S2,S2_2,2024-05-24 05:33:25.006,Req,5
S2_2,S2,2024-05-24 05:33:25.009,Res,5
S2,S2_3,2024-05-24 05:33:25.009,Req,5
S2_3,S2,2024-05-24 05:33:25.012,Res,5
S2,S0,2024-05-24 05:33:25.012,Res,5
S0,S3,2024-05-24 05:33:25.012,Req,5
S3,S3_2,2024-05-24 05:33:25.012,Req,5
S3_2,S3,2024-05-24 05:33:25.016,Res,5
S3,S0,2024-05-24 05:33:25.016,Res,5
S0,S4,2024-05-24 05:33:25.016,Req,5
S4,S4_2,2024-05-24 05:33:25.016,Req,5
S4_2,S4,2024-05-24 05:33:25.019,Res,5
S4,S0,2024-05-24 05:33:25.019,Res,5
S0,null,2024-05-24 05:33:25.019,Res,5
