from,to,timestamp,type,user_id
S3,S3_2,2024-06-03 09:57:42.900,Req,49
S3_1,S3,2024-06-03 09:57:42.900,Res,49
S3,S3_1,2024-06-03 09:57:39.800,Req,49
S0,S3,2024-06-03 09:57:39.800,Req,49
S2,S0,2024-06-03 09:57:39.800,Res,49
S2_5,S2,2024-06-03 09:57:39.800,Res,49
S2,S2_5,2024-06-03 09:57:38.900,Req,49
S2_3,S2,2024-06-03 09:57:38.900,Res,49
S2,S2_3,2024-06-03 09:57:38.400,Req,49
S2_1,S2,2024-06-03 09:57:38.400,Res,49
S2,S2_1,2024-06-03 09:57:37.200,Req,49
S2_4,S2,2024-06-03 09:57:37.200,Res,49
S2,S2_4,2024-06-03 09:57:36.600,Req,49
S2_2,S2,2024-06-03 09:57:36.600,Res,49
S2,S2_2,2024-06-03 09:57:36.000,Req,49
S0,S2,2024-06-03 09:57:36.000,Req,49
null,S0,2024-06-03 09:57:36.000,Req,49
null,S0,2024-06-03 09:40:00.000,Req,1
S0,S4,2024-06-03 09:40:00.000,Req,1
S4,S4_2,2024-06-03 09:40:00.000,Req,1
S4_2,S4,2024-06-03 09:40:09.800,Res,1
S4,S0,2024-06-03 09:40:09.800,Res,1
S0,S3,2024-06-03 09:40:09.800,Req,1
S3,S3_1,2024-06-03 09:40:09.800,Req,1
S3_1,S3,2024-06-03 09:40:13.400,Res,1
S3,S3_2,2024-06-03 09:40:13.400,Req,1
S3_2,S3,2024-06-03 09:40:15.800,Res,1
S3,S3_3,2024-06-03 09:40:15.800,Req,1
S3_3,S3,2024-06-03 09:40:19.500,Res,1
S3,S0,2024-06-03 09:40:19.500,Res,1
S0,S1,2024-06-03 09:40:19.500,Req,1
S1,S1_1,2024-06-03 09:40:19.500,Req,1
S1_1,S1,2024-06-03 09:40:20.000,Res,1
S1,S0,2024-06-03 09:40:20.000,Res,1
S0,null,2024-06-03 09:40:20.000,Res,1
null,S0,2024-06-03 10:36:02.000,Req,3
S0,S5,2024-06-03 10:36:02.000,Req,3
S5,S5_2,2024-06-03 10:36:02.000,Req,3
S5_2,S5_2_2,2024-06-03 10:36:02.000,Req,3
S5_2_2,S5_2,2024-06-03 10:36:11.100,Res,3
S5_2,S5,2024-06-03 10:36:11.100,Res,3
S5,S0,2024-06-03 10:36:11.100,Res,3
S0,S1,2024-06-03 10:36:11.100,Req,3
S1,S1_1,2024-06-03 10:36:11.100,Req,3
S1_1,S1,2024-06-03 10:36:11.200,Res,3
S1,S0,2024-06-03 10:36:11.200,Res,3
S0,S4,2024-06-03 10:36:11.200,Req,3
S4,S4_2,2024-06-03 10:36:11.200,Req,3
S4_2,S4,2024-06-03 10:36:14.100,Res,3
S4,S0,2024-06-03 10:36:14.100,Res,3
S0,S3,2024-06-03 10:36:14.100,Req,3
S3,S3_1,2024-06-03 10:36:14.100,Req,3
S3_1,S3,2024-06-03 10:36:16.800,Res,3
S3,S3_2,2024-06-03 10:36:16.800,Req,3
S3_2,S3,2024-06-03 10:36:18.700,Res,3
S3,S3_3,2024-06-03 10:36:18.700,Req,3
S3_3,S3,2024-06-03 10:36:23.300,Res,3
S3,S0,2024-06-03 10:36:23.300,Res,3
S0,S2,2024-06-03 10:36:23.300,Req,3
S2,S2_5,2024-06-03 10:36:23.300,Req,3
S2_5,S2,2024-06-03 10:36:24.500,Res,3
S2,S2_4,2024-06-03 10:36:24.500,Req,3
S2_4,S2,2024-06-03 10:36:25.700,Res,3
S2,S2_2,2024-06-03 10:36:25.700,Req,3
S2_2,S2,2024-06-03 10:36:26.600,Res,3
S2,S2_1,2024-06-03 10:36:26.600,Req,3
S2_1,S2,2024-06-03 10:36:27.800,Res,3
S2,S2_3,2024-06-03 10:36:27.800,Req,3
S2_3,S2,2024-06-03 10:36:28.700,Res,3
S2,S0,2024-06-03 10:36:28.700,Res,3
S0,null,2024-06-03 10:36:28.700,Res,3
null,S0,2024-06-03 10:26:52.000,Req,7
S0,S4,2024-06-03 10:26:52.000,Req,7
S4,S4_5,2024-06-03 10:26:52.000,Req,7
S4_5,S4,2024-06-03 10:26:58.600,Res,7
S4,S0,2024-06-03 10:26:58.600,Res,7
S0,S2,2024-06-03 10:26:58.600,Req,7
S2,S2_5,2024-06-03 10:26:58.600,Req,7
S2_5,S2,2024-06-03 10:26:59.700,Res,7
S2,S0,2024-06-03 10:26:59.700,Res,7
S0,S5,2024-06-03 10:26:59.700,Req,7
S5,S5_2,2024-06-03 10:26:59.700,Req,7
S5_2,S5_2_1,2024-06-03 10:26:59.700,Req,7
S5_2_1,S5_2,2024-06-03 10:27:01.400,Res,7
S5_2,S5,2024-06-03 10:27:01.400,Res,7
S5,S0,2024-06-03 10:27:01.400,Res,7
S0,S3,2024-06-03 10:27:01.400,Req,7
S3,S3_1,2024-06-03 10:27:01.400,Req,7
S3_1,S3,2024-06-03 10:27:04.900,Res,7
S3,S3_2,2024-06-03 10:27:04.900,Req,7
S3_2,S3,2024-06-03 10:27:06.700,Res,7
S3,S3_3,2024-06-03 10:27:06.700,Req,7
S3_3,S3,2024-06-03 10:27:10.200,Res,7
S3,S0,2024-06-03 10:27:10.200,Res,7
S0,null,2024-06-03 10:27:10.200,Res,7
null,S0,2024-06-03 09:12:43.000,Req,9
S0,S3,2024-06-03 09:12:43.000,Req,9
S3,S3_1,2024-06-03 09:12:43.000,Req,9
S3_1,S3,2024-06-03 09:12:45.500,Res,9
S3,S3_2,2024-06-03 09:12:45.500,Req,9
S3_2,S3,2024-06-03 09:12:48.200,Res,9
S3,S3_3,2024-06-03 09:12:48.200,Req,9
S3_3,S3,2024-06-03 09:12:50.100,Res,9
S3,S0,2024-06-03 09:12:50.100,Res,9
S0,S4,2024-06-03 09:12:50.100,Req,9
S4,S4_4,2024-06-03 09:12:50.100,Req,9
S4_4,S4,2024-06-03 09:12:54.500,Res,9
S4,S0,2024-06-03 09:12:54.500,Res,9
S0,S2,2024-06-03 09:12:54.500,Req,9
S2,S2_2,2024-06-03 09:12:54.500,Req,9
S2_2,S2,2024-06-03 09:12:55.400,Res,9
S2,S0,2024-06-03 09:12:55.400,Res,9
S0,S1,2024-06-03 09:12:55.400,Req,9
S1,S1_3,2024-06-03 09:12:55.400,Req,9
S1_3,S1,2024-06-03 09:12:56.100,Res,9
S1,S0,2024-06-03 09:12:56.100,Res,9
S0,S5,2024-06-03 09:12:56.100,Req,9
S5,S5_2,2024-06-03 09:12:56.100,Req,9
S5_2,S5_2_2,2024-06-03 09:12:56.100,Req,9
S5_2_2,S5_2,2024-06-03 09:13:05.300,Res,9
S5_2,S5,2024-06-03 09:13:05.300,Res,9
S5,S0,2024-06-03 09:13:05.300,Res,9
S0,null,2024-06-03 09:13:05.300,Res,9
null,S0,2024-06-03 09:04:40.000,Req,10
S0,S1,2024-06-03 09:04:40.000,Req,10
S1,S1_1,2024-06-03 09:04:40.000,Req,10
S1_1,S1,2024-06-03 09:04:40.400,Res,10
S1,S0,2024-06-03 09:04:40.400,Res,10
S0,S2,2024-06-03 09:04:40.400,Req,10
S2,S2_2,2024-06-03 09:04:40.400,Req,10
S2_2,S2,2024-06-03 09:04:41.400,Res,10
S2,S0,2024-06-03 09:04:41.400,Res,10
S0,S4,2024-06-03 09:04:41.400,Req,10
S4,S4_1,2024-06-03 09:04:41.400,Req,10
S4_1,S4,2024-06-03 09:04:43.300,Res,10
S4,S0,2024-06-03 09:04:43.300,Res,10
S0,S3,2024-06-03 09:04:43.300,Req,10
S3,S3_1,2024-06-03 09:04:43.300,Req,10
S3_1,S3,2024-06-03 09:04:45.700,Res,10
S3,S3_2,2024-06-03 09:04:45.700,Req,10
S3_2,S3,2024-06-03 09:04:49.900,Res,10
S3,S3_3,2024-06-03 09:04:49.900,Req,10
S3_3,S3,2024-06-03 09:04:52.700,Res,10
S3,S0,2024-06-03 09:04:52.700,Res,10
S0,S5,2024-06-03 09:04:52.700,Req,10
S5,S5_2,2024-06-03 09:04:52.700,Req,10
S5_2,S5_2_2,2024-06-03 09:04:52.700,Req,10
S5_2_2,S5_2,2024-06-03 09:04:58.000,Res,10
S5_2,S5,2024-06-03 09:04:58.000,Res,10
S5,S0,2024-06-03 09:04:58.000,Res,10
S0,null,2024-06-03 09:04:58.000,Res,10
null,S0,2024-06-03 09:13:53.000,Req,11
S0,S2,2024-06-03 09:13:53.000,Req,11
S2,S2_1,2024-06-03 09:13:53.000,Req,11
S2_1,S2,2024-06-03 09:13:54.400,Res,11
S2,S2_2,2024-06-03 09:13:54.400,Req,11
S2_2,S2,2024-06-03 09:13:55.500,Res,11
S2,S2_4,2024-06-03 09:13:55.500,Req,11
S2_4,S2,2024-06-03 09:13:56.900,Res,11
S2,S2_5,2024-06-03 09:13:56.900,Req,11
S2_5,S2,2024-06-03 09:13:58.000,Res,11
S2,S0,2024-06-03 09:13:58.000,Res,11
S0,S1,2024-06-03 09:13:58.000,Req,11
S1,S1_2,2024-06-03 09:13:58.000,Req,11
S1_2,S1,2024-06-03 09:13:58.000,Res,11
S1,S0,2024-06-03 09:13:58.000,Res,11
S0,S3,2024-06-03 09:13:58.000,Req,11
S3,S3_1,2024-06-03 09:13:58.000,Req,11
S3_1,S3,2024-06-03 09:14:01.800,Res,11
S3,S3_2,2024-06-03 09:14:01.800,Req,11
S3_2,S3,2024-06-03 09:14:06.600,Res,11
S3,S3_3,2024-06-03 09:14:06.600,Req,11
S3_3,S3,2024-06-03 09:14:10.100,Res,11
S3,S0,2024-06-03 09:14:10.100,Res,11
S0,null,2024-06-03 09:14:10.100,Res,11
null,S0,2024-06-03 09:49:10.000,Req,13
S0,S5,2024-06-03 09:49:10.000,Req,13
S5,S5_2,2024-06-03 09:49:10.000,Req,13
S5_2,S5_2_2,2024-06-03 09:49:10.000,Req,13
S5_2_2,S5_2,2024-06-03 09:49:13.800,Res,13
S5_2,S5,2024-06-03 09:49:13.800,Res,13
S5,S0,2024-06-03 09:49:13.800,Res,13
S0,S3,2024-06-03 09:49:13.800,Req,13
S3,S3_1,2024-06-03 09:49:13.800,Req,13
S3_1,S3,2024-06-03 09:49:17.900,Res,13
S3,S3_2,2024-06-03 09:49:17.900,Req,13
S3_2,S3,2024-06-03 09:49:22.400,Res,13
S3,S3_3,2024-06-03 09:49:22.400,Req,13
S3_3,S3,2024-06-03 09:49:27.400,Res,13
S3,S0,2024-06-03 09:49:27.400,Res,13
S0,S4,2024-06-03 09:49:27.400,Req,13
S4,S4_4,2024-06-03 09:49:27.400,Req,13
S4_4,S4,2024-06-03 09:49:34.200,Res,13
S4,S0,2024-06-03 09:49:34.200,Res,13
S0,S1,2024-06-03 09:49:34.200,Req,13
S1,S1_3,2024-06-03 09:49:34.200,Req,13
S1_3,S1,2024-06-03 09:49:35.000,Res,13
S1,S0,2024-06-03 09:49:35.000,Res,13
S0,null,2024-06-03 09:49:35.000,Res,13
null,S0,2024-06-03 09:10:55.000,Req,14
S0,S4,2024-06-03 09:10:55.000,Req,14
S4,S4_2,2024-06-03 09:10:55.000,Req,14
S4_2,S4,2024-06-03 09:10:57.800,Res,14
S4,S0,2024-06-03 09:10:57.800,Res,14
S0,S5,2024-06-03 09:10:57.800,Req,14
S5,S5_2,2024-06-03 09:10:57.800,Req,14
S5_2,S5_2_1,2024-06-03 09:10:57.800,Req,14
S5_2_1,S5_2,2024-06-03 09:10:59.900,Res,14
S5_2,S5,2024-06-03 09:10:59.900,Res,14
S5,S0,2024-06-03 09:10:59.900,Res,14
S0,S1,2024-06-03 09:10:59.900,Req,14
S1,S1_1,2024-06-03 09:10:59.900,Req,14
S1_1,S1,2024-06-03 09:10:59.900,Res,14
S1,S0,2024-06-03 09:10:59.900,Res,14
S0,null,2024-06-03 09:10:59.900,Res,14
null,S0,2024-06-03 09:07:00.000,Req,15
S0,S2,2024-06-03 09:07:00.000,Req,15
S2,S2_1,2024-06-03 09:07:00.000,Req,15
S2_1,S2,2024-06-03 09:07:00.500,Res,15
S2,S2_5,2024-06-03 09:07:00.500,Req,15
S2_5,S2,2024-06-03 09:07:01.100,Res,15
S2,S2_3,2024-06-03 09:07:01.100,Req,15
S2_3,S2,2024-06-03 09:07:01.900,Res,15
S2,S0,2024-06-03 09:07:01.900,Res,15
S0,S5,2024-06-03 09:07:01.900,Req,15
S5,S5_2,2024-06-03 09:07:01.900,Req,15
S5_2,S5_2_1,2024-06-03 09:07:01.900,Req,15
S5_2_1,S5_2,2024-06-03 09:07:10.200,Res,15
S5_2,S5,2024-06-03 09:07:10.200,Res,15
S5,S0,2024-06-03 09:07:10.200,Res,15
S0,S3,2024-06-03 09:07:10.200,Req,15
S3,S3_1,2024-06-03 09:07:10.200,Req,15
S3_1,S3,2024-06-03 09:07:12.700,Res,15
S3,S3_2,2024-06-03 09:07:12.700,Req,15
S3_2,S3,2024-06-03 09:07:15.600,Res,15
S3,S3_3,2024-06-03 09:07:15.600,Req,15
S3_3,S3,2024-06-03 09:07:18.800,Res,15
S3,S0,2024-06-03 09:07:18.800,Res,15
S0,S1,2024-06-03 09:07:18.800,Req,15
S1,S1_1,2024-06-03 09:07:18.800,Req,15
S1_1,S1,2024-06-03 09:07:19.400,Res,15
S1,S0,2024-06-03 09:07:19.400,Res,15
S0,S4,2024-06-03 09:07:19.400,Req,15
S4,S4_1,2024-06-03 09:07:19.400,Req,15
S4_1,S4,2024-06-03 09:07:28.800,Res,15
S4,S0,2024-06-03 09:07:28.800,Res,15
S0,null,2024-06-03 09:07:28.800,Res,15
null,S0,2024-06-03 10:23:35.000,Req,16
S0,S2,2024-06-03 10:23:35.000,Req,16
S2,S2_1,2024-06-03 10:23:35.000,Req,16
S2_1,S2,2024-06-03 10:23:36.400,Res,16
S2,S0,2024-06-03 10:23:36.400,Res,16
S0,S4,2024-06-03 10:23:36.400,Req,16
S4,S4_4,2024-06-03 10:23:36.400,Req,16
S4_4,S4,2024-06-03 10:23:46.300,Res,16
S4,S0,2024-06-03 10:23:46.300,Res,16
S0,S5,2024-06-03 10:23:46.300,Req,16
S5,S5_2,2024-06-03 10:23:46.300,Req,16
S5_2,S5_2_1,2024-06-03 10:23:46.300,Req,16
S5_2_1,S5_2,2024-06-03 10:23:51.700,Res,16
S5_2,S5,2024-06-03 10:23:51.700,Res,16
S5,S0,2024-06-03 10:23:51.700,Res,16
S0,S1,2024-06-03 10:23:51.700,Req,16
S1,S1_2,2024-06-03 10:23:51.700,Req,16
S1_2,S1,2024-06-03 10:23:52.600,Res,16
S1,S0,2024-06-03 10:23:52.600,Res,16
S0,S3,2024-06-03 10:23:52.600,Req,16
S3,S3_1,2024-06-03 10:23:52.600,Req,16
S3_1,S3,2024-06-03 10:23:57.400,Res,16
S3,S3_2,2024-06-03 10:23:57.400,Req,16
S3_2,S3,2024-06-03 10:23:59.100,Res,16
S3,S3_3,2024-06-03 10:23:59.100,Req,16
S3_3,S3,2024-06-03 10:24:02.800,Res,16
S3,S0,2024-06-03 10:24:02.800,Res,16
S0,null,2024-06-03 10:24:02.800,Res,16
null,S0,2024-06-03 09:51:36.000,Req,17
S0,S2,2024-06-03 09:51:36.000,Req,17
S2,S2_2,2024-06-03 09:51:36.000,Req,17
S2_2,S2,2024-06-03 09:51:37.200,Res,17
S2,S2_1,2024-06-03 09:51:37.200,Req,17
S2_1,S2,2024-06-03 09:51:37.800,Res,17
S2,S2_4,2024-06-03 09:51:37.800,Req,17
S2_4,S2,2024-06-03 09:51:38.800,Res,17
S2,S2_5,2024-06-03 09:51:38.800,Req,17
S2_5,S2,2024-06-03 09:51:40.300,Res,17
S2,S0,2024-06-03 09:51:40.300,Res,17
S0,S4,2024-06-03 09:51:40.300,Req,17
S4,S4_2,2024-06-03 09:51:40.300,Req,17
S4_2,S4,2024-06-03 09:51:45.900,Res,17
S4,S0,2024-06-03 09:51:45.900,Res,17
S0,null,2024-06-03 09:51:45.900,Res,17
null,S0,2024-06-03 10:40:57.000,Req,19
S0,S4,2024-06-03 10:40:57.000,Req,19
S4,S4_4,2024-06-03 10:40:57.000,Req,19
S4_4,S4,2024-06-03 10:41:00.500,Res,19
S4,S0,2024-06-03 10:41:00.500,Res,19
S0,S5,2024-06-03 10:41:00.500,Req,19
S5,S5_2,2024-06-03 10:41:00.500,Req,19
S5_2,S5_2_1,2024-06-03 10:41:00.500,Req,19
S5_2_1,S5_2,2024-06-03 10:41:07.200,Res,19
S5_2,S5,2024-06-03 10:41:07.200,Res,19
S5,S0,2024-06-03 10:41:07.200,Res,19
S0,null,2024-06-03 10:41:07.200,Res,19
null,S0,2024-06-03 10:09:38.000,Req,20
S0,S2,2024-06-03 10:09:38.000,Req,20
S2,S2_3,2024-06-03 10:09:38.000,Req,20
S2_3,S2,2024-06-03 10:09:38.700,Res,20
S2,S2_5,2024-06-03 10:09:38.700,Req,20
S2_5,S2,2024-06-03 10:09:39.600,Res,20
S2,S2_4,2024-06-03 10:09:39.600,Req,20
S2_4,S2,2024-06-03 10:09:40.100,Res,20
S2,S2_2,2024-06-03 10:09:40.100,Req,20
S2_2,S2,2024-06-03 10:09:40.900,Res,20
S2,S2_1,2024-06-03 10:09:40.900,Req,20
S2_1,S2,2024-06-03 10:09:42.400,Res,20
S2,S0,2024-06-03 10:09:42.400,Res,20
S0,S3,2024-06-03 10:09:42.400,Req,20
S3,S3_1,2024-06-03 10:09:42.400,Req,20
S3_1,S3,2024-06-03 10:09:46.900,Res,20
S3,S3_2,2024-06-03 10:09:46.900,Req,20
S3_2,S3,2024-06-03 10:09:49.300,Res,20
S3,S3_3,2024-06-03 10:09:49.300,Req,20
S3_3,S3,2024-06-03 10:09:52.800,Res,20
S3,S0,2024-06-03 10:09:52.800,Res,20
S0,null,2024-06-03 10:09:52.800,Res,20
null,S0,2024-06-03 10:42:25.000,Req,21
S0,S1,2024-06-03 10:42:25.000,Req,21
S1,S1_1,2024-06-03 10:42:25.000,Req,21
S1_1,S1,2024-06-03 10:42:25.000,Res,21
S1,S0,2024-06-03 10:42:25.000,Res,21
S0,S2,2024-06-03 10:42:25.000,Req,21
S2,S2_1,2024-06-03 10:42:25.000,Req,21
S2_1,S2,2024-06-03 10:42:26.400,Res,21
S2,S2_5,2024-06-03 10:42:26.400,Req,21
S2_5,S2,2024-06-03 10:42:26.900,Res,21
S2,S0,2024-06-03 10:42:26.900,Res,21
S0,S5,2024-06-03 10:42:26.900,Req,21
S5,S5_2,2024-06-03 10:42:26.900,Req,21
S5_2,S5_2_2,2024-06-03 10:42:26.900,Req,21
S5_2_2,S5_2,2024-06-03 10:42:32.800,Res,21
S5_2,S5,2024-06-03 10:42:32.800,Res,21
S5,S0,2024-06-03 10:42:32.800,Res,21
S0,S4,2024-06-03 10:42:32.800,Req,21
S4,S4_2,2024-06-03 10:42:32.800,Req,21
S4_2,S4,2024-06-03 10:42:41.500,Res,21
S4,S0,2024-06-03 10:42:41.500,Res,21
S0,null,2024-06-03 10:42:41.500,Res,21
null,S0,2024-06-03 10:15:30.000,Req,23
S0,S3,2024-06-03 10:15:30.000,Req,23
S3,S3_1,2024-06-03 10:15:30.000,Req,23
S3_1,S3,2024-06-03 10:15:31.700,Res,23
S3,S3_2,2024-06-03 10:15:31.700,Req,23
S3_2,S3,2024-06-03 10:15:36.400,Res,23
S3,S3_3,2024-06-03 10:15:36.400,Req,23
S3_3,S3,2024-06-03 10:15:38.700,Res,23
S3,S0,2024-06-03 10:15:38.700,Res,23
S0,S5,2024-06-03 10:15:38.700,Req,23
S5,S5_2,2024-06-03 10:15:38.700,Req,23
S5_2,S5_2_1,2024-06-03 10:15:38.700,Req,23
S5_2_1,S5_2,2024-06-03 10:15:44.900,Res,23
S5_2,S5,2024-06-03 10:15:44.900,Res,23
S5,S0,2024-06-03 10:15:44.900,Res,23
S0,S2,2024-06-03 10:15:44.900,Req,23
S2,S2_2,2024-06-03 10:15:44.900,Req,23
S2_2,S2,2024-06-03 10:15:45.800,Res,23
S2,S2_5,2024-06-03 10:15:45.800,Req,23
S2_5,S2,2024-06-03 10:15:47.100,Res,23
S2,S2_3,2024-06-03 10:15:47.100,Req,23
S2_3,S2,2024-06-03 10:15:47.700,Res,23
S2,S0,2024-06-03 10:15:47.700,Res,23
S0,S4,2024-06-03 10:15:47.700,Req,23
S4,S4_1,2024-06-03 10:15:47.700,Req,23
S4_1,S4,2024-06-03 10:15:52.900,Res,23
S4,S0,2024-06-03 10:15:52.900,Res,23
